('P1_a ', 'Idade');('P1_a_1 ', 'Faixa idade');('P1_b ', 'Genero');('P1_c ', 'Cor/raca/etnia');('P1_f ', 'aspectos_prejudicados');;;;('P1_f_4', 'Oportunidades de progressão de carreira');('P1_f_5', 'Velocidade de progressão de carreira');('P1_i ', 'Estado onde mora');('P1_i_1 ', 'uf onde mora');('P1_i_2 ', 'Regiao onde mora');('P2_a ', 'Qual sua situação atual de trabalho?');('P2_b ', 'Setor');('P2_f ', 'Cargo Atual');('P2_l ', 'Qual o principal motivo da sua insatisfação com a empresa atual?');('P2_l_1 ', 'Falta de oportunidade de crescimento no emprego atual');('P2_r ', 'Atualmente qual a sua forma de trabalho?');('P4_a_1 ', 'Atuacao')
30;30-34;Masculino;Parda;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Indústria;Analista de Negócios/Business Analyst;Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual;1;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
27;25-29;Masculino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Indústria;Analista de Dados/Data Analyst;Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
44;40-44;Masculino;Parda;Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas;;;;1;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Outra Opção;Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual;1;Modelo 100% remoto;Outra atuação
25;25-29;Masculino;Parda;;;;;;;Bahia (BA);BA;Nordeste;Empregado (CLT);Setor Imobiliário/ Construção Civil;Outras Engenharias (não inclui dev);Gostaria de trabalhar em em outra área de atuação;0;Modelo 100% presencial;Outra atuação
29;25-29;Feminino;Amarela;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
29;25-29;Masculino;Parda;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Outra Opção;Analista de BI/BI Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
23;22-24;Feminino;Parda;;;;;;;Ceará (CE);CE;Nordeste;Estagiário;Setor Público;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
32;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Filantropia/ONG's;;;;Modelo 100% presencial;Gestor
33;30-34;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
38;35-39;Feminino;Amarela;Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira;;;;1;1;Ceará (CE);CE;Nordeste;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;;;;Modelo híbrido com dias fixos de trabalho presencial;Gestor
32;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
25;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Engenheiro de Machine Learning/ML Engineer/AI Engineer;;;Modelo 100% remoto;Ciência de Dados
25;25-29;Masculino;Parda;;;;;;;Distrito Federal (DF);DF;Centro-oeste;Empreendedor ou Empregado (CNPJ);Área da Saúde;Cientista de Dados/Data Scientist;Falta de maturidade analítica na empresa, Desorganizacao da empresa;0;Modelo 100% remoto;Ciência de Dados
24;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área de Consultoria;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
24;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Setor de Energia;Analista de Dados/Data Analyst;Falta de maturidade analítica na empresa;0;Modelo híbrido com dias fixos de trabalho presencial;Ciência de Dados
35;35-39;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Finanças ou Bancos;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% presencial;Engenharia de Dados
31;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
28;25-29;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Indústria;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
29;25-29;Masculino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Engenharia de Dados
41;40-44;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Outra Opção;Gostaria de trabalhar em em outra área de atuação;0;Modelo 100% presencial;Ciência de Dados
26;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Outra Opção;;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
21;17-21;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
24;22-24;Feminino;Parda;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Área de Consultoria;Cientista de Dados/Data Scientist;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
29;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
23;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
40;40-44;Masculino;Parda;Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas;;;;1;1;São Paulo (SP);SP;Sudeste;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Entretenimento ou Esportes;;;;Modelo 100% remoto;Gestor
34;30-34;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Área de Consultoria;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
30;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
39;35-39;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
21;17-21;Masculino;Branca;;;;;;;Minas Gerais (MG);MG;Sudeste;Somente Estudante (graduação);;;;;;Buscando oportunidade na área de dados
23;22-24;Feminino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Estagiário;Entretenimento ou Esportes;;;;Modelo 100% remoto;Gestor
41;40-44;Feminino;Branca;Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho;;;;0;0;Pernambuco (PE);PE;Nordeste;Estagiário;Tecnologia/Fábrica de Software;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
51;50-54;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
33;30-34;Feminino;Branca;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;Analista de Negócios/Business Analyst;;;Modelo 100% remoto;Análise de Dados
25;25-29;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Varejo;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
33;30-34;Masculino;Parda;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Outra Opção;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
27;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Outra atuação
36;35-39;Masculino;Branca;;;;;;;Rio Grande do Sul (RS);RS;Sul;Empregado (CLT);Varejo;;;;Modelo 100% remoto;Gestor
35;35-39;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Seguros ou Previdência;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
27;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Tecnologia/Fábrica de Software;;Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Gestor
23;22-24;Masculino;Branca;;;;;;;;;;Empregado (CLT);Setor Automotivo;Cientista de Dados/Data Scientist;Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Ciência de Dados
26;25-29;Masculino;Branca;;;;;;;Pernambuco (PE);PE;Nordeste;Empregado (CLT);Finanças ou Bancos;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Análise de Dados
30;30-34;Feminino;Branca;Oportunidades de progressão de carreira, Velocidade de progressão de carreira;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
32;30-34;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido com dias fixos de trabalho presencial;Engenharia de Dados
47;45-49;Masculino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Filantropia/ONG's;Professor/Pesquisador;Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa;1;Modelo 100% remoto;Outra atuação
31;30-34;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Varejo;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
41;40-44;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Outra atuação
26;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Analista de Dados/Data Analyst;;;Modelo 100% remoto;Outra atuação
43;40-44;Masculino;Branca;;;;;;;;;;Empregado (CLT);Tecnologia/Fábrica de Software;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Salário atual não corresponde ao mercado;0;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
26;25-29;Feminino;Branca;Atenção dada pelas pessoas diante das minhas opiniões e ideias, Oportunidades de progressão de carreira;;;;1;0;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Finanças ou Bancos;Engenheiro de Machine Learning/ML Engineer/AI Engineer;;;Modelo híbrido com dias fixos de trabalho presencial;Ciência de Dados
39;35-39;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Finanças ou Bancos;;;;Modelo híbrido com dias fixos de trabalho presencial;Gestor
28;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Área de Consultoria;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo 100% remoto;Engenharia de Dados
25;25-29;Masculino;Parda;;;;;;;Goiás (GO);GO;Centro-oeste;Empregado (CLT);Varejo;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
24;22-24;Masculino;Branca;;;;;;;Mato Grosso (MT);MT;Centro-oeste;Empregado (CLT);Finanças ou Bancos;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
25;25-29;Feminino;Parda;;;;;;;Minas Gerais (MG);MG;Sudeste;Empregado (CLT);Internet/Ecommerce;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
26;25-29;Masculino;Parda;;;;;;;Alagoas (AL);AL;Nordeste;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Setor Imobiliário/ Construção Civil;Cientista de Dados/Data Scientist;;;Modelo 100% remoto;Ciência de Dados
34;30-34;Masculino;Branca;;;;;;;Rio de Janeiro (RJ);RJ;Sudeste;Desempregado, buscando recolocação;;;;;;Outra atuação
24;22-24;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empreendedor ou Empregado (CNPJ);Área de Consultoria;Analista de BI/BI Analyst;Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa;1;Modelo 100% remoto;Ciência de Dados
29;25-29;Masculino;Branca;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;;;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Engenharia de Dados
28;25-29;Masculino;Parda;;;;;;;Pernambuco (PE);PE;Nordeste;Trabalho na área Acadêmica/Pesquisador;;;;;;Buscando oportunidade na área de dados
31;30-34;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Varejo;Analista de BI/BI Analyst;Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa;1;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Análise de Dados
40;40-44;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Empregado (CLT);Tecnologia/Fábrica de Software;;;;Modelo 100% remoto;Gestor
37;35-39;Feminino;Amarela;Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;1;1;São Paulo (SP);SP;Sudeste;Empregado (CLT);Área de Consultoria;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Salário atual não corresponde ao mercado;0;Modelo 100% remoto;Engenharia de Dados
34;30-34;Feminino;Branca;Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho;;;;0;0;São Paulo (SP);SP;Sudeste;Empregado (CLT);Internet/Ecommerce;Cientista de Dados/Data Scientist;O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa;0;Modelo 100% remoto;Ciência de Dados
31;30-34;Feminino;Branca;Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias;;;;0;1;Rio de Janeiro (RJ);RJ;Sudeste;Empregado (CLT);Entretenimento ou Esportes;Analista de Negócios/Business Analyst;Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa;0;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
26;25-29;Masculino;Preta;Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas;;;;0;0;Rio Grande do Norte (RN);RN;Nordeste;Estagiário;Tecnologia/Fábrica de Software;Analytics Engineer;;;Modelo 100% remoto;Engenharia de Dados
24;22-24;Masculino;Parda;;;;;;;São Paulo (SP);SP;Sudeste;Empregado (CLT);Indústria;Analista de Dados/Data Analyst;;;Modelo híbrido com dias fixos de trabalho presencial;Análise de Dados
28;25-29;Masculino;Branca;;;;;;;Santa Catarina (SC);SC;Sul;Freelancer;Educação;DBA/Administrador de Banco de Dados;;;Modelo 100% remoto;Outra atuação
50;50-54;Masculino;Preta;Senioridade das vagas recebidas em relação à sua experiência;;;;0;0;São Paulo (SP);SP;Sudeste;Desempregado, buscando recolocação;;;;;;Buscando oportunidade na área de dados
27;25-29;Feminino;Branca;;;;;;;Paraná (PR);PR;Sul;Empregado (CLT);Área da Saúde;Analista de BI/BI Analyst;;;Modelo 100% remoto;Análise de Dados
24;22-24;Masculino;Amarela;;;;;;;São Paulo (SP);SP;Sudeste;Somente Estudante (graduação);;;;;;Outra atuação
